"NUM"	"RegionId"	"DistrictId"	"CommuneId"	"Departemen"	"Commune"	"CodeCommun"	"SanteID"	"HealthC_ID"	"NomInstitu"	"Fac_NameEN"	"Fac_NameFr"	"FacNameKr"	"Oorganisat"	"Categorie"	"Type"	"PCode"	"Damage"	"Address"	"Telephone"	"FAX"	"email"	"Constructn"	"Comment"	"X_DDS"	"Y_DDS"	"Accuracy"	"Source"
282	1	1	12	"OUEST"	"DELMAS"	112	0	1129031	"HOPITAL LA TRINITE"					"HOP"		95209								-72.310785000000	18.554464000000		"2005 MSPP database with geocodes"
283	1	1	12	"OUEST"	"DELMAS"	112	0	1129012	"CENTRE DE SANTE EXCLUSION EVANGELIQUE MONDIALE"					"C/S"		95210								-72.301893000000	18.543754000000		"2005 MSPP database with geocodes"
284	1	1	12	"OUEST"	"DELMAS"	112	62	1120284	"GRACE CHILDREN HOSPITAL"					"HOP"	"PRI"	11208								-72.301831000000	18.559745000000		"2005 MSPP database with geocodes"
285	1	1	12	"OUEST"	"DELMAS"	112	0	1129023	"COMPLEXE MEDICO-CHIRURGICAL DE SILO"					"C/S"		95211								-72.275910000000	18.553620000000		"2005 MSPP database with geocodes"
286	1	1	14	"OUEST"	"PETION-VILLE"	114	118	1140287	"HOPITAL DE LA COMMUNAUTE HAITIENNE"				"FHASE(FONDATION HAITIENNE POUR LA SANTE ET L'EDUCATION)"	"HOP"	"MIX"	11404								-72.272611000000	18.524045000000		"2005 MSPP database with geocodes"
287	1	1	12	"OUEST"	"DELMAS"	112	0	1129026	"DISPENSAIRE-LABORATOIRE RETRAITE SAINT-ANE"					"DISP"		95212								-72.280521000000	18.525468000000		"2005 MSPP database with geocodes"
288	1	1	12	"OUEST"	"DELMAS"	112	0	1129021	"CLINIQUE COMMUNAUTAIRE DE DELMAS 75"				"FONDEFH"	"C/S"		95213								-72.289123000000	18.546018000000		"2005 MSPP database with geocodes"
289	1	1	12	"OUEST"	"DELMAS"	112	0	1129020	"CENTRE POPULAIRE MAHONAHIM"					"C/S"		95214								-72.294288000000	18.539094000000		"2005 MSPP database with geocodes"
290	1	1	12	"OUEST"	"DELMAS"	112	0	1129017	"CENTRE MEDICO SOCIAL"					"C/S"		95215								-72.295541000000	18.549677000000		"2005 MSPP database with geocodes"
291	1	1	12	"OUEST"	"DELMAS"	112	0	1129013	"CENTRE DE SANTE FAMILIA LE CHAB"					"C/S"		95216								-72.295615000000	18.557633000000		"2005 MSPP database with geocodes"
292	1	1	12	"OUEST"	"DELMAS"	112	0	1129019	"CENTRE MEDICO-SOCIAL PETIT PLACE CAZEAU"				"(CDS)"	"C/S"		95217								-72.282468000000	18.564533000000		"2005 MSPP database with geocodes"
293	1	1	11	"OUEST"	"PORT-AU-PRINCE"	111	0	1119021	"DFPL/PNH"					"Unknown"		95218								-72.339253000000	18.545431000000		"2005 MSPP database with geocodes"
294	6	5	12	"CENTRE"	"MAISSADE"	612	1	6120295	"DISPENSAIRE DE MAISSADE"				"Dr Micheline Bien AimT"	"DISP"		95219								-72.138886000000	19.176316000000		"2005 MSPP database with geocodes"
295	7	6	23	"SUD"	"PORT-SALUT"	721	5	7210296	"DISPENSAIRE DE CHATEAU"				"MOUVEMENT PAYSAN DE CHATEAU (MPC)"	"DISP"		95220								-73.909397000000	18.173911000000		"2005 MSPP database with geocodes"
296	7	6	23	"SUD"	"PORT-SALUT"	721	3	7210297	"DISPENSAIRE DE ARNIQUET"					"DISP"		95221								-73.875277000000	18.145835000000		"2005 MSPP database with geocodes"
297	7	5	14	"SUD"	"CAMP PERRIN"	714	7	7140298	"MAZENOD"				"SOEURS DE LA CHARITE DE ST LOUIS"	"Other"		95222								-73.853195000000	18.329181000000		"2005 MSPP database with geocodes"
298	7	4	33	"SUD"	"CAVAILLON"	733	4	7330299	"FLAMANDS"				"PAROISSE DE CAVAILLON"	"Other"		95223								-73.651644000000	18.251985000000		"2005 MSPP database with geocodes"
299	7	4	33	"SUD"	"CAVAILLON"	733	6	7330300	"SUDRE"					"Other"		95224								-73.635834000000	18.414444000000		"2005 MSPP database with geocodes"
300	7	5	11	"SUD"	"LES CAYES"	711	0	7119010	"MISSIONNAIRES"				"SOEURS IMMACULEE CONCEPTION (MIC)"	"Other"		95225								-73.751112000000	18.213477000000		"2005 MSPP database with geocodes"
301	7	5	11	"SUD"	"LES CAYES"	711	38	7110302	"LA KAY TI MOUN BON DYE"				"SOEURS DE ST FRANCOIS D'ASSISE (SFA)"	"Other"		95226								-73.743466000000	18.194405000000		"2005 MSPP database with geocodes"
302	7	5	11	"SUD"	"LES CAYES"	711	19	7110303	"LABORDE"				"CARITAS DOCESAIN - CAYES (DCCH)"	"Other"		95227								-73.803225000000	18.282344000000		"2005 MSPP database with geocodes"
303	7	5	11	"SUD"	"LES CAYES"	711	24	7110304	"DISP. WORLD VISION DE CANCE"				"WORLD VISION"	"DISP"		95228								-73.775962000000	18.268842000000		"2005 MSPP database with geocodes"
304	7	5	11	"SUD"	"LES CAYES"	711	20	7110305	"COLETTE"				"MSPP"	"Other"		95229								-73.777617000000	18.193017000000		"2005 MSPP database with geocodes"
305	7	5	11	"SUD"	"LES CAYES"	711	22	7110306	"LAURENT"				"MSPP"	"Other"		95230								-73.735319000000	18.262126000000		"2005 MSPP database with geocodes"
306	7	5	11	"SUD"	"LES CAYES"	711	23	7110307	"FONFRED"					"Other"		95231								-73.799379000000	18.227982000000		"2005 MSPP database with geocodes"
307	7	6	13	"SUD"	"CHANTAL"	713	1	7130308	"CHANTAL"				"SOEURS DE MARIE IMMACULEE CONCEPTION (MIC)"	"Other"		95232								-73.888953000000	18.202965000000		"2005 MSPP database with geocodes"
308	7	6	13	"SUD"	"CHANTAL"	713	7	7130309	"LE PRETRE"				"MPL MOUVMAN PAYSAN LE PRETRE"	"Other"		95233								-73.947409000000	18.267269000000		"2005 MSPP database with geocodes"
309	7	3	51	"SUD"	"CHARDONNIERES"	751	1	7510310	"STE ANNE"					"Other"		95234								-74.166083000000	18.273607000000		"2005 MSPP database with geocodes"
310	7	5	15	"SUD"	"MANICHE"	715	5	7150311	"DISP DE MANICHE"				"SOEURS DE ST FRANCOIS D'ASSISE"	"DISP"		95235								-73.777829000000	18.345133000000		"2005 MSPP database with geocodes"
311	7	5	15	"SUD"	"MANICHE"	715	6	7150312	"DORY"				"(PAROISSE DE DORY)  MSPP"	"Other"		95236								-73.723056000000	18.356946000000		"2005 MSPP database with geocodes"
312	7	5	15	"SUD"	"MANICHE"	715	11	7150313	"MELON"				"MSPP"	"Other"		95237								-73.773307000000	18.353110000000		"2005 MSPP database with geocodes"
313	7	6	22	"SUD"	"ST. JEAN DU SUD"	722	8	7220314	"CARREFOUR JOUTE"					"Other"		95238								-73.852054000000	18.115161000000		"2005 MSPP database with geocodes"
314	7	6	12	"SUD"	"TORBECK"	712	10	7120315	"DISP. DE MAILLARD"				"STRICTEMENT PRIVE"	"DISP"		95239								-73.832222000000	18.172689000000		"2005 MSPP database with geocodes"
315	7	6	12	"SUD"	"TORBECK"	712	6	7120316	"DISP.  ST JOSEPH"				"MSSP"	"DISP"		95240								-73.806658000000	18.160350000000		"2005 MSPP database with geocodes"
316	7	6	12	"SUD"	"TORBECK"	712	12	7120317	"FERME LEBLANC"				"MSSP"	"Other"		95241								-73.883937000000	18.288047000000		"2005 MSPP database with geocodes"
317	7	6	12	"SUD"	"TORBECK"	712	11	7120318	"DISPENSAIRE DE BERAUD"					"DISP"		95242								-73.859813000000	18.205415000000		"2005 MSPP database with geocodes"
318	7	6	12	"SUD"	"TORBECK"	712	9	7120319	"DISPENSAIRE DE DUCIS"					"DISP"		95243								-73.887504000000	18.234514000000		"2005 MSPP database with geocodes"
319	7	5	14	"SUD"	"CAMP PERRIN"	714	12	7140320	"DISPENSAIRE DE MERSAN"					"DISP"		95244								-73.843872000000	18.281058000000		"2005 MSPP database with geocodes"
320	7	5	14	"SUD"	"CAMP PERRIN"	714	9	7140321	"DISPENSAIRE DE GUICHARD"					"DISP"		95245								-73.828837000000	18.295670000000		"2005 MSPP database with geocodes"
321	7	5	14	"SUD"	"CAMP PERRIN"	714	15	7140322	"DISPENSAIRE DE RHE"					"DISP"		95246								-73.883945000000	18.336964000000		"2005 MSPP database with geocodes"
322	6	1	42	"CENTRE"	"THOMASSIQUE"	642	6	6420323	"DISPENSAIRE DE THOMASSIQUE"				"MSPP"	"DISP"		95247								-71.839263000000	19.082701000000		"2005 MSPP database with geocodes"
323	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	8	8110324	"CENTRE MEDICO - SOCIAL DE GEBEAU"				"EGLISE METHODISTE D'HAITI"	"C/S"		95248								-74.111600000000	18.622122000000		"2005 MSPP database with geocodes"
324	8	2	32	"GRANDE ANSE"	"ROSEAUX"	832	14	8320325	"DISPENSAIRE DE ROSEAUX"				"MSPP - SOEURS BON PASTEUR"	"DISP"		95249								-74.015662000000	18.599179000000		"2005 MSPP database with geocodes"
325	8	1	33	"GRANDE ANSE"	"BEAUMONT"	833	6	8330326	"DISPENSAIRE LA PROVIDENCE DE BEAUMONT"				"MSPP - EGLISE CATHOLIQUE"	"DISP"		95250								-73.955195000000	18.477785000000		"2005 MSPP database with geocodes"
326	8	1	33	"GRANDE ANSE"	"BEAUMONT"	833	0	8339002	"DISPENSAIRE DE MOMBIN"				"CITYMED"	"DISP"		95251								-73.997589000000	18.477291000000		"2005 MSPP database with geocodes"
327	8	1	34	"GRANDE ANSE"	"PESTEL"	834	0	8349002	"CENTRE DE SANTE "" ESPWA '' DE CAYEMITTES"				"MSPP"	"C/S"		95252								-73.794977000000	18.606752000000		"2005 MSPP database with geocodes"
328	8	1	34	"GRANDE ANSE"	"PESTEL"	834	8	8340329	"DISPENSAIRE DE DUCHITY"				"MSPP"	"DISP"		95253								-73.901086000000	18.435078000000		"2005 MSPP database with geocodes"
329	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	19	8110330	"DISPENSAIRE DE PREVILE"				"MSPP / EGLISE CATHOLIQUE"	"DISP"		95254								-74.157455000000	18.536388000000		"2005 MSPP database with geocodes"
330	8	2	32	"GRANDE ANSE"	"ROSEAUX"	832	6	8320331	"DISPENSAIRE DE CARREFOUR - CHARLES"				"MSPP"	"DISP"		95255								-74.000047000000	18.536696000000		"2005 MSPP database with geocodes"
331	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	15	8110332	"DISPENSAIRE SILOE DE LEON"				"MSPP / EGLISE CATHOLIQUE"	"DISP"		95256								-74.111399000000	18.545621000000		"2005 MSPP database with geocodes"
332	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	11	8110333	"DISPENSAIRE STE THERESE DE L'ENFANT JESUS DE C. SANON"				"MSPP / SOEURS DU BON PASTEUR"	"DISP"		95257								-74.186146000000	18.635672000000		"2005 MSPP database with geocodes"
333	8	2	32	"GRANDE ANSE"	"ROSEAUX"	832	13	8320334	"LOPINEAU DISPENSAIRE ST ANTOINE DE PADONNE"				"MSPP - EGLISE CATHOLIQUE"	"DISP"		95258								-74.062376000000	18.509298000000		"2005 MSPP database with geocodes"
334	8	3	15	"GRANDE ANSE"	"CHAMBELLAN"	815	3	8150335	"DISPENSAIRE DE BOURDON"					"DISP"		95259								-74.350580000000	18.490001000000		"2005 MSPP database with geocodes"
335	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	16	8110336	"DISPENSAIRE DE MACKANDAL"					"DISP"		95260								-74.115537000000	18.647255000000		"2005 MSPP database with geocodes"
336	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	3	8110337	"HHF"				"MSH / HS 2007 - SECTEUR USA"	"Other"		95261								-74.122604000000	18.640826000000		"2005 MSPP database with geocodes"
337	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	0	8119009	"SANT SANTE ESPWA - HHF"				"MSH / HS 2007 - SECTEUR PRIVE USA"	"Other"		95262								-74.120074000000	18.646110000000		"2005 MSPP database with geocodes"
338	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	17	8110339	"DISPENSAIRE DE MARFRANC"				"MSPP"	"DISP"		95263								-74.208942000000	18.587256000000		"2005 MSPP database with geocodes"
339	8	3	14	"GRANDE ANSE"	"MORON"	814	5	8140340	"DISPENSAIRE DE MORON (NOTRE DAME DE LOURDES)"				"EGLISE CATHOLIQUE"	"DISP"		95264								-74.256249000000	18.559713000000		"2005 MSPP database with geocodes"
340	8	3	14	"GRANDE ANSE"	"MORON"	814	1	8140341	"CENTRE DE SANTE DE MORON"				"MSPP"	"C/S"		95265								-74.259101000000	18.559778000000		"2005 MSPP database with geocodes"
341	8	3	15	"GRANDE ANSE"	"CHAMBELLAN"	815	2	8150342	"CENTRE DE SANTE DE CHAMBELLAN"				"MSPP"	"C/S"		95266								-74.313227000000	18.550484000000		"2005 MSPP database with geocodes"
342	8	4	22	"GRANDE ANSE"	"DAME-MARIE"	822	9	8220343	"DISPENSAIRE DE DESORMEAUX"					"DISP"		95267								-74.365428000000	18.545353000000		"2005 MSPP database with geocodes"
343	8	4	22	"GRANDE ANSE"	"DAME-MARIE"	822	4	8220344	"DISPENSAIRE NOTRE DAME DES MALADES"					"DISP"		95268								-74.422949000000	18.560459000000		"2005 MSPP database with geocodes"
344	8	4	22	"GRANDE ANSE"	"DAME-MARIE"	822	7	8220345	"DISPENSAIRE DE BARIADELLE"				"MSPP"	"DISP"		95269								-74.441342000000	18.516844000000		"2005 MSPP database with geocodes"
345	8	4	21	"GRANDE ANSE"	"ANSE-D'AINAULT"	821	6	8210346	"DISPENSAIRE DE MANDOU"				"MSPP / AFSC"	"DISP"		95270								-74.449191000000	18.441373000000		"2005 MSPP database with geocodes"
346	8	4	23	"GRANDE ANSE"	"LES IROIS"	823	1	8230347	"SANT SANTE ESPWA AFSC - I ROIS"				"MSPP / AFSC"	"Other"		95271								-74.449843000000	18.406118000000		"2005 MSPP database with geocodes"
347	8	2	12	"GRANDE ANSE"	"ABRICOTS"	812	5	8120348	"DISPENSAIRE SAINT JOSEPH DES ABRICOTS"				"MSPP"	"DISP"	"PUB"	81201								-74.307221000000	18.648601000000		"2005 MSPP database with geocodes"
348	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	18	8110349	"NUMERO 2"				"MSPP ET EGLISE CATHOLIQUE"	"Other"		95272								-74.157489000000	18.662431000000		"2005 MSPP database with geocodes"
349	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	20	8110350	"CENTRE DE SANTE DE SAINT - HELENE"				"MSPP - MSH"	"C/S"		95273								-74.112174000000	18.637605000000		"2005 MSPP database with geocodes"
350	2	1	14	"SUD EST"	"LA VALLEE"	214	0	2149002	"DP ST FRANCOIS XAVIER DE BAUDIN"					"DISP"		95274								-72.709626000000	18.306992000000		"2005 MSPP database with geocodes"
351	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	11	5310352	"DP DE GRESSOT"					"DISP"		95275								-72.646078000000	18.982655000000		"2005 MSPP database with geocodes"
352	7	1	32	"SUD"	"ST. LOUIS DU SUD"	732	6	7320353	"DP SAINTE ANNE DE SUCRERIE HENRY"					"DISP"		95276								-73.570397000000	18.290992000000		"2005 MSPP database with geocodes"
353	1	7	52	"OUEST"	"POINTE A RAQUETTE"	152	9	1520354	"DISPENSAIRE SAINT LOUIS"					"DISP"	"PRI"	15205								-73.063577000000	18.786360000000		"2005 MSPP database with geocodes"
354	2	1	14	"SUD EST"	"LA VALLEE"	214	0	2149001	"DISPENSAIRE COMMUNAUTAIRE"					"DISP"		95277								-72.659540000000	18.314396000000		"2005 MSPP database with geocodes"
355	5	6	44	"ARTIBONITE"	"DESDUNES"	544	9	5440356	"DP AUX SOURCES"					"DISP"		95278								-72.675744000000	19.330018000000		"2005 MSPP database with geocodes"
356	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	12	5310357	"DP DE JEANTON"					"DISP"		95279								-72.708739000000	19.075414000000		"2005 MSPP database with geocodes"
357	2	1	11	"SUD EST"	"JACMEL"	211	7	2110358	"DP DE CYVADIER"					"DISP"		95280								-72.466385000000	18.227360000000		"2005 MSPP database with geocodes"
358	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	0	5319005	"DP MAX FERDINAND"					"DISP"		95281								-72.714828000000	19.049062000000		"2005 MSPP database with geocodes"
359	10	2	41	"NIPPES"	"GRAND BOUCAN"	1021	0	10219001	"DISPENSAIRE ""LES BASSES"""				"MSPP"	"DISP"		95282								-73.708309000000	18.574921000000		"2005 MSPP database with geocodes"
360	2	1	11	"SUD EST"	"JACMEL"	211	3	2110361	"DP DES ORANGERS"					"DISP"		95283								-72.508495000000	18.260092000000		"2005 MSPP database with geocodes"
361	7	6	23	"SUD"	"PORT-SALUT"	721	17	7210362	"DP DE CARPENTIER"					"DISP"		95284								-73.946925000000	18.132079000000		"2005 MSPP database with geocodes"
362	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	12	8110363	"DISPENSAIRE DE LATIBOLIERE"				"MSPP"	"DISP"		95285								-74.137916000000	18.595286000000		"2005 MSPP database with geocodes"
363	5	7	42	"ARTIBONITE"	"PETITE RIVIERE DE L'ARTIBONITE"	542	16	5420364	"DP DE SEGUR"					"DISP"		95286								-72.504201000000	19.149266000000		"2005 MSPP database with geocodes"
364	5	6	44	"ARTIBONITE"	"DESDUNES"	544	0	5449002	"DP DE DESCAREAUX"					"DISP"		95287								-72.650377000000	19.300918000000		"2005 MSPP database with geocodes"
365	7	2	43	"SUD"	"ROCHE-A-BATEAU"	743	2	7430366	"DP LILIAN DE ROCHE A BATEAU"					"DISP"		95288								-74.003385000000	18.179898000000		"2005 MSPP database with geocodes"
366	5	6	43	"ARTIBONITE"	"GRANDE SALINE"	543	0	5439001	"DP PA NOU AN"					"DISP"		95289								-72.641466000000	19.237042000000		"2005 MSPP database with geocodes"
367	2	1	11	"SUD EST"	"JACMEL"	211	14	2110368	"DP DE LAFOND"					"DISP"		95290								-72.517924000000	18.281041000000		"2005 MSPP database with geocodes"
368	5	7	42	"ARTIBONITE"	"PETITE RIVIERE DE L'ARTIBONITE"	542	18	5420369	"DP DE JEAN DENIS"					"DISP"		95291								-72.542849000000	19.184484000000		"2005 MSPP database with geocodes"
369	5	6	43	"ARTIBONITE"	"GRANDE SALINE"	543	3	5430370	"DP BEREE DE DROUIN"					"DISP"		95292								-72.689717000000	19.256353000000		"2005 MSPP database with geocodes"
370	7	3	41	"SUD"	"COTEAUX"	741	5	7410371	"DP DE DAMASSIN"					"DISP"		95293								-74.063698000000	18.229275000000		"2005 MSPP database with geocodes"
371	5	7	32	"ARTIBONITE"	"VERRETTES"	532	0	5329002	"DP COMMUNAUTAIRE DE MARIN"					"DISP"		95294								-72.420301000000	19.028789000000		"2005 MSPP database with geocodes"
372	2	1	11	"SUD EST"	"JACMEL"	211	9	2110373	"DP DE MARBIAL"					"DISP"		95295								-72.471908000000	18.333388000000		"2005 MSPP database with geocodes"
373	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	0	5319002	"CENTRE MEDICAL DE LA RHEMA"					"C/S"		95296								-72.640280000000	19.206880000000		"2005 MSPP database with geocodes"
374	5	7	32	"ARTIBONITE"	"VERRETTES"	532	8	5320375	"DP DE DESARMES (SOE)"					"DISP"		95297								-72.389572000000	18.991893000000		"2005 MSPP database with geocodes"
375	7	3	51	"SUD"	"CHARDONNIERES"	751	3	7510376	"DP SAINTE ANNE DE RENDEL"					"DISP"		95298								-74.093333000000	18.317749000000		"2005 MSPP database with geocodes"
376	2	1	11	"SUD EST"	"JACMEL"	211	17	2110377	"DP SAINTE THERESE DE MARBIAL"					"DISP"		95299								-72.462947000000	18.327272000000		"2005 MSPP database with geocodes"
377	5	7	33	"ARTIBONITE"	"LA CHAPELLE"	533	0	5339001	"DP DE BOSSOU"					"DISP"		95300								-72.277353000000	18.902859000000		"2005 MSPP database with geocodes"
378	7	6	23	"SUD"	"PORT-SALUT"	721	6	7210379	"DP DE DUMONT"					"DISP"		95301								-73.884827000000	18.060227000000		"2005 MSPP database with geocodes"
379	2	1	11	"SUD EST"	"JACMEL"	211	10	2110380	"DP DE LAVOUTE"					"DISP"		95302								-72.498465000000	18.327299000000		"2005 MSPP database with geocodes"
380	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	0	5319003	"DP CLEMENTINE ET LORISMENE"					"DISP"		95303								-72.636064000000	19.165290000000		"2005 MSPP database with geocodes"
381	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	15	5310382	"DP DE PONT SONDE"					"DISP"		95304								-72.616949000000	19.148912000000		"2005 MSPP database with geocodes"
382	5	7	33	"ARTIBONITE"	"LA CHAPELLE"	533	2	5330383	"DP DE LACHAPELLE"					"DISP"		95305								-72.316337000000	18.914082000000		"2005 MSPP database with geocodes"
383	7	1	31	"SUD"	"AQUIN"	731	0	7319007	"DP MEN ANSANM DE SAINTE THERESE"					"DISP"		95306								-73.378008000000	18.317348000000		"2005 MSPP database with geocodes"
384	2	1	11	"SUD EST"	"JACMEL"	211	12	2110385	"DP NOTRE DAME"					"DISP"		95307								-72.509302000000	18.327341000000		"2005 MSPP database with geocodes"
385	7	1	32	"SUD"	"ST. LOUIS DU SUD"	732	3	7320386	"DP SAINT PATRICK"					"DISP"		95308								-73.542631000000	18.264090000000		"2005 MSPP database with geocodes"
386	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	8	5310387	"DP DE CHARETTE"					"DISP"		95309								-72.674864000000	19.080183000000		"2005 MSPP database with geocodes"
387	2	1	11	"SUD EST"	"JACMEL"	211	0	2119002	"DP DE LACROIX"					"DISP"		95310								-72.623659000000	18.215990000000		"2005 MSPP database with geocodes"
388	5	7	32	"ARTIBONITE"	"VERRETTES"	532	0	5329003	"DP DE CHRISTANT (SOE)"					"DISP"		95311								-72.406422000000	18.977790000000		"2005 MSPP database with geocodes"
389	7	1	31	"SUD"	"AQUIN"	731	12	7310390	"DP DE MOUILLAGE FOUQUET"					"DISP"		95312								-73.104086000000	18.190004000000		"2005 MSPP database with geocodes"
390	2	1	11	"SUD EST"	"JACMEL"	211	11	2110391	"DP DE LAVANNEAU"					"DISP"		95313								-72.607862000000	18.258398000000		"2005 MSPP database with geocodes"
391	5	6	31	"ARTIBONITE"	"SAINT-MARC"	531	13	5310392	"DP DE MONTROUIS"					"DISP"		95314								-72.705644000000	18.951385000000		"2005 MSPP database with geocodes"
392	5	7	32	"ARTIBONITE"	"VERRETTES"	532	11	5320393	"DP DE DESCHAPELLES"					"DISP"		95315								-72.495308000000	19.081704000000		"2005 MSPP database with geocodes"
393	5	1	23	"ARTIBONITE"	"ANSE ROUGE"	523	5	5230394	"DP DE CORIDON"					"DISP"		95316								-72.901571000000	19.553765000000		"2005 MSPP database with geocodes"
394	5	1	23	"ARTIBONITE"	"ANSE ROUGE"	523	8	5230395	"DISPENSAIRE ILODEP"					"DISP"		95317								-73.021173000000	19.662743000000		"2005 MSPP database with geocodes"
395	5	1	23	"ARTIBONITE"	"ANSE ROUGE"	523	12	5230396	"DP DE SOURCE CHAUDE"				"MSPP"	"DISP"		95318								-72.918254000000	19.633850000000		"2005 MSPP database with geocodes"
396	5	1	23	"ARTIBONITE"	"ANSE ROUGE"	523	7	5230397	"DISPENSAIRE FIGUIER"					"DISP"		95319								-72.886522000000	19.589872000000		"2005 MSPP database with geocodes"
397	6	4	32	"CENTRE"	"BELLADERE"	632	3	6320398	"DISPENSAIRE ROY - SEC"					"DISP"		95320								-71.836756000000	18.894522000000		"2005 MSPP database with geocodes"
398	5	1	11	"ARTIBONITE"	"GONAIVES"	511	6	5110399	"CENTRE DE SANTE LABRANLE"				"COMMUNAUTAIRE"	"C/S"		95321								-72.615842000000	19.610021000000		"2005 MSPP database with geocodes"
399	6	1	11	"CENTRE"	"HINCHE"	611	12	6110400	"MANMAN BON DIE DE LOS - PALIS"					"Other"		95322								-71.939903000000	19.143837000000		"2005 MSPP database with geocodes"
400	6	1	11	"CENTRE"	"HINCHE"	611	3	6110401	"DISPENSAIRE DE MARMONT"					"DISP"		95323								-71.983495000000	19.066289000000		"2005 MSPP database with geocodes"
401	6	5	12	"CENTRE"	"THOMONDE"	613	0	6139002	"DISPENSAIRE HOYE"				"MSPP"	"DISP"		95324								-71.926195000000	18.956986000000		"2005 MSPP database with geocodes"
402	1	7	52	"OUEST"	"POINTE A RAQUETTE"	152	1	1520403	"DISPENSAIRE LA SOURCE"				"MSPP"	"DISP"	"PRI"	15201								-73.201543000000	18.935441000000		"2005 MSPP database with geocodes"
403	1	7	52	"OUEST"	"POINTE A RAQUETTE"	152	4	1520404	"DISPENSAIRE DE TOMARIN"				"COMMUNAUTAIRE"	"DISP"	"PRI"	15202								-73.217667000000	18.915414000000		"2005 MSPP database with geocodes"
404	1	7	52	"OUEST"	"POINTE A RAQUETTE"	152	8	1520405	"CENTE WOLD VISION DE TI PALMIS"				"WOLD VISION"	"DISP"	"PRI"	15204								-73.061237000000	18.825840000000		"2005 MSPP database with geocodes"
405	1	7	52	"OUEST"	"POINTE A RAQUETTE"	152	5	1520406	"CENTRE WOLD VISION DE GROS MANGLE"				"WOLD VISION"	"DISP"	"PRI"	15203								-73.112469000000	18.929877000000		"2005 MSPP database with geocodes"
406	1	7	52	"OUEST"	"POINTE A RAQUETTE"	152	11	1520407	"DISPENSAIRE METHODISTE DE SOURCE A PHILIPPE"				"EGLISE METHODISTE"	"DISP"	"PRI"	15206								-73.122689000000	18.818655000000		"2005 MSPP database with geocodes"
407	6	5	12	"CENTRE"	"MAISSADE"	612	0	6129001	"MADAME JOA"				"MSPP / SAVE THE CHILDREN"	"Other"		95325								-72.231564000000	19.165368000000		"2005 MSPP database with geocodes"
408	6	2	21	"CENTRE"	"MIREBALAIS"	621	12	6210409	"MARCHE CANARD"					"Other"		95326								-72.030515000000	18.785538000000		"2005 MSPP database with geocodes"
409	6	2	21	"CENTRE"	"MIREBALAIS"	621	2	6210410	"DISPENSAIRE DE SARAZIN"					"DISP"		95327								-72.004715000000	18.800437000000		"2005 MSPP database with geocodes"
410	6	4	32	"CENTRE"	"BELLADERE"	632	4	6320411	"DISPENSAIRE DE BAPTISTE"					"DISP"		95328								-71.782641000000	18.800683000000		"2005 MSPP database with geocodes"
411	6	2	33	"CENTRE"	"SAVANETTE"	633	0	6339002	"CENTRE DE SANTE DE SAVANETTE"					"C/S"		95329								-71.822700000000	18.745873000000		"2005 MSPP database with geocodes"
412	5	1	11	"ARTIBONITE"	"GONAIVES"	511	11	5110413	"CDS EBEN EZER"				"Dr Petit-Phard Bernadin"	"Other"		95330								-72.634886000000	19.439113000000		"2005 MSPP database with geocodes"
413	6	2	31	"CENTRE"	"LASCAHOBAS"	631	0	6319001	"CDS de Las Cahobas (UnitT de Maladie Infectueuse)"				"Dr Wesler Lambert"	"Other"		95331								-71.935658000000	18.831787000000		"2005 MSPP database with geocodes"
414	5	1	11	"ARTIBONITE"	"GONAIVES"	511	19	5110415	"DISPENSAIRE DE TROU SABLE"				"FILLES DE LA MISERICORDE"	"DISP"		95332								-72.680191000000	19.442589000000		"2005 MSPP database with geocodes"
415	1	1	11	"OUEST"	"PORT-AU-PRINCE"	111	0	1119025	"FILLES CHARITE"					"Unknown"		95333								-72.325975000000	18.549388000000		"2005 MSPP database with geocodes"
416	8	2	11	"GRANDE ANSE"	"JEREMIE"	811	0	8119003	"FOSREF JEUNES JEREMIE"				"Mme Betty Jerome Jean Michel"	"C/S"		95334								-74.113552000000	18.644272000000		"2005 MSPP database with geocodes"
417	10	2	41	"NIPPES"	"MIRAGOANE"	1011	0	10119002	"FOSREF LAKAY MIRAGOANE"				"Jacky Badette"	"C/S"		95335								-73.090642000000	18.442939000000		"2005 MSPP database with geocodes"
